venue,address,country,latitude,longitude,humandate,humantime,startdate,enddate,instructor,helper,carpentry,curriculum,title,slug,flavor,eventbrite
"Netherlands eScience Center",online,NA,NA,NA,"May 30 - June 02, 2022",9:00 - 13:00 CEST,2022-05-30T00:00:00Z,2022-06-02T00:00:00Z,"Barbara Vreede, Francesco Nattino","Suvayu Ali, Candace Moore, Dafne van Kuppevelt",dc,dc-socsci,Data Carpentry Social Sciences,2022-05-30-dc-socsci-python-nlesc,python,NA
